@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute wek-1 {0,1,2,3}

@data
2636,'2023/03/14 23:21:21:083',14,-4.454538,0.34666,-8.203493,3
2637,'2023/03/14 23:21:21:104',14,-4.288237,0.357428,-8.263613,3
2638,'2023/03/14 23:21:21:122',14,-4.410271,0.301197,-8.362915,3
2639,'2023/03/14 23:21:21:143',14,-4.841279,0.25334,-8.647661,3
2640,'2023/03/14 23:21:21:161',14,-4.935795,0.243769,-8.767303,3
2641,'2023/03/14 23:21:21:179',14,-4.625625,0.291625,-8.734999,3
2642,'2023/03/14 23:21:21:200',14,-4.485645,0.3,-8.583055,3
2643,'2023/03/14 23:21:21:218',14,-4.514359,0.347857,-8.33779,3
2644,'2023/03/14 23:21:21:236',14,-4.674977,0.358624,-8.292327,3
2645,'2023/03/14 23:21:21:255',14,-5.023133,0.356231,-8.241778,3
2646,'2023/03/14 23:21:21:277',14,-5.041079,0.331107,-8.372486,3
2647,'2023/03/14 23:21:21:294',14,-4.865207,0.284447,-8.499306,3
2648,'2023/03/14 23:21:21:313',14,-4.558626,0.235394,-8.72782,3
2649,'2023/03/14 23:21:21:333',14,-4.385147,0.237787,-8.670393,3
2650,'2023/03/14 23:21:21:351',14,-4.567001,0.28684,-8.820244,3
2651,'2023/03/14 23:21:21:372',14,-4.728816,0.297607,-8.822637,3
2652,'2023/03/14 23:21:21:390',14,-4.697709,0.310768,-8.614161,3
2653,'2023/03/14 23:21:21:410',14,-4.664209,0.301197,-8.504091,3
2654,'2023/03/14 23:21:21:429',14,-4.643571,0.247358,-8.677571,3
2655,'2023/03/14 23:21:21:447',14,-4.658227,0.210269,-8.712267,3
2656,'2023/03/14 23:21:21:466',14,-4.584947,0.222233,-8.472985,3
2657,'2023/03/14 23:21:21:485',14,-4.589733,0.219841,-8.377272,3
2658,'2023/03/14 23:21:21:506',14,-4.401896,0.210269,-8.519645,3
2659,'2023/03/14 23:21:21:524',14,-4.191328,0.217448,-8.565108,3
2660,'2023/03/14 23:21:21:543',14,-4.441378,0.24018,-8.422736,3
2661,'2023/03/14 23:21:21:563',14,-4.625625,0.222233,-8.666803,3
2662,'2023/03/14 23:21:21:581',14,-4.434199,0.238983,-8.694321,3
2663,'2023/03/14 23:21:21:601',14,-4.313362,0.277268,-8.433503,3
2664,'2023/03/14 23:21:21:621',14,-4.472485,0.323928,-8.335398,3
2665,'2023/03/14 23:21:21:640',14,-4.4007,0.290429,-8.331808,3
2666,'2023/03/14 23:21:21:658',14,-4.442575,0.309571,-8.258827,3
2667,'2023/03/14 23:21:21:678',14,-4.60409,0.350249,-8.292327,3
2668,'2023/03/14 23:21:21:696',14,-4.741976,0.353839,-8.547162,3
2669,'2023/03/14 23:21:21:716',14,-4.938188,0.357428,-8.569894,3
2670,'2023/03/14 23:21:21:735',14,-4.823332,0.449552,-8.455039,3
2671,'2023/03/14 23:21:21:753',14,-4.555037,0.437587,-8.565108,3
2672,'2023/03/14 23:21:21:773',14,-4.753941,0.343071,-8.688339,3
2673,'2023/03/14 23:21:21:793',14,-5.073382,0.411266,-8.547162,3
2674,'2023/03/14 23:21:21:812',14,-4.964509,0.359821,-8.683554,3
2675,'2023/03/14 23:21:21:830',14,-4.753941,0.31675,-8.711071,3
2676,'2023/03/14 23:21:21:851',14,-4.538287,0.404088,-8.575876,3
2677,'2023/03/14 23:21:21:870',14,-4.454538,0.37657,-8.616554,3
2678,'2023/03/14 23:21:21:889',14,-4.54068,0.392124,-8.790034,3
2679,'2023/03/14 23:21:21:908',14,-4.607679,0.365803,-8.478967,3
2680,'2023/03/14 23:21:21:926',14,-4.802993,0.358624,-8.510074,3
2681,'2023/03/14 23:21:21:946',14,-4.911867,0.280858,-8.696713,3
2682,'2023/03/14 23:21:21:966',14,-4.589733,0.291625,-8.626125,3
2683,'2023/03/14 23:21:21:984',14,-4.452146,0.368196,-8.331808,3
2684,'2023/03/14 23:21:22:004',14,-4.581358,0.317946,-8.585447,3
2685,'2023/03/14 23:21:22:023',14,-4.69412,0.262911,-8.668,3
2686,'2023/03/14 23:21:22:042',14,-4.465306,0.372981,-8.538788,3
2687,'2023/03/14 23:21:22:061',14,-4.545466,0.357428,-8.511271,3
2688,'2023/03/14 23:21:22:081',14,-4.746762,0.322732,-8.550752,3
2689,'2023/03/14 23:21:22:101',14,-4.94058,0.301197,-8.379665,3
2690,'2023/03/14 23:21:22:119',14,-4.731209,0.339482,-8.543573,3
2691,'2023/03/14 23:21:22:139',14,-4.393521,0.39332,-8.669196,3
2692,'2023/03/14 23:21:22:159',14,-4.496413,0.327518,-8.62134,3
2693,'2023/03/14 23:21:22:177',14,-4.683352,0.290429,-8.63809,3
2694,'2023/03/14 23:21:22:196',14,-4.631608,0.322732,-8.626125,3
2695,'2023/03/14 23:21:22:214',14,-4.514359,0.369392,-8.614161,3
2696,'2023/03/14 23:21:22:234',14,-4.358826,0.335892,-8.583055,3
2697,'2023/03/14 23:21:22:254',14,-4.552644,0.249751,-8.627322,3
2698,'2023/03/14 23:21:22:272',14,-4.84726,0.252144,-8.581859,3
2699,'2023/03/14 23:21:22:291',14,-4.698905,0.337089,-8.327023,3
2700,'2023/03/14 23:21:22:311',14,-4.392325,0.36341,-8.421539,3
2701,'2023/03/14 23:21:22:330',14,-4.35404,0.3335,-8.620144,3
2702,'2023/03/14 23:21:22:349',14,-4.607679,0.366999,-8.562716,3
2703,'2023/03/14 23:21:22:367',14,-4.65075,0.395713,-8.511271,3
2704,'2023/03/14 23:21:22:387',14,-4.608876,0.364606,-8.646464,3
2705,'2023/03/14 23:21:22:405',14,-4.582554,0.366999,-8.648857,3
2706,'2023/03/14 23:21:22:425',14,-4.49402,0.394517,-8.449057,3
2707,'2023/03/14 23:21:22:445',14,-4.642375,0.460319,-8.355737,3
2708,'2023/03/14 23:21:22:465',14,-4.813761,0.437587,-8.53161,3
2709,'2023/03/14 23:21:22:485',14,-4.743173,0.392124,-8.801998,3
2710,'2023/03/14 23:21:22:502',14,-4.684548,0.441177,-8.68475,3
2711,'2023/03/14 23:21:22:520',14,-4.71087,0.444766,-8.437093,3
2712,'2023/03/14 23:21:22:541',14,-4.701298,0.449552,-8.413164,3
2713,'2023/03/14 23:21:22:561',14,-4.680959,0.419641,-8.488539,3
2714,'2023/03/14 23:21:22:579',14,-4.59093,0.369392,-8.476574,3
2715,'2023/03/14 23:21:22:598',14,-4.618447,0.408874,-8.482556,3
2716,'2023/03/14 23:21:22:617',14,-4.765904,0.392124,-8.522038,3
2717,'2023/03/14 23:21:22:636',14,-4.733602,0.351446,-8.612965,3
2718,'2023/03/14 23:21:22:656',14,-4.467699,0.369392,-8.770891,3
2719,'2023/03/14 23:21:22:674',14,-4.404289,0.351446,-8.876474,3
2720,'2023/03/14 23:21:22:693',14,-4.576572,0.311964,-8.876474,3
2721,'2023/03/14 23:21:22:713',14,-4.69412,0.359821,-8.438289,3
2722,'2023/03/14 23:21:22:732',14,-4.665406,0.41007,-8.236993,3
2723,'2023/03/14 23:21:22:752',14,-4.533502,0.372981,-8.451449,3
2724,'2023/03/14 23:21:22:771',14,-4.526323,0.372981,-8.529217,3
2725,'2023/03/14 23:21:22:789',14,-4.65075,0.350249,-8.499306,3
2726,'2023/03/14 23:21:22:809',14,-4.643571,0.328714,-8.690732,3
2727,'2023/03/14 23:21:22:829',14,-4.4007,0.295215,-8.812766,3
2728,'2023/03/14 23:21:22:847',14,-4.371986,0.371785,-8.730213,3
2729,'2023/03/14 23:21:22:865',14,-4.611269,0.383749,-8.489735,3
2730,'2023/03/14 23:21:22:885',14,-4.688138,0.412463,-8.411968,3
2731,'2023/03/14 23:21:22:907',14,-4.602893,0.463908,-8.365308,3
2732,'2023/03/14 23:21:22:924',14,-4.614858,0.411266,-8.451449,3
2733,'2023/03/14 23:21:22:944',14,-4.489234,0.372981,-8.656036,3
2734,'2023/03/14 23:21:22:962',14,-4.431807,0.400499,-8.682357,3
2735,'2023/03/14 23:21:22:981',14,-4.624429,0.394517,-8.700303,3
2736,'2023/03/14 23:21:23:002',14,-4.613661,0.404088,-8.68475,3
2737,'2023/03/14 23:21:23:020',14,-4.634,0.341875,-8.639286,3
2738,'2023/03/14 23:21:23:038',14,-4.795815,0.382553,-8.605786,3
2739,'2023/03/14 23:21:23:058',14,-4.575376,0.450748,-8.373683,3
2740,'2023/03/14 23:21:23:078',14,-4.3672,0.451944,-8.312666,3
2741,'2023/03/14 23:21:23:097',14,-4.467699,0.369392,-8.499306,3
2742,'2023/03/14 23:21:23:118',14,-4.497609,0.307179,-8.804391,3
2743,'2023/03/14 23:21:23:134',14,-4.504788,0.319143,-8.788837,3
2744,'2023/03/14 23:21:23:154',14,-4.610072,0.414856,-8.55793,3
2745,'2023/03/14 23:21:23:174',14,-4.661817,0.424427,-8.482556,3
2746,'2023/03/14 23:21:23:192',14,-4.544269,0.378963,-8.659625,3
2747,'2023/03/14 23:21:23:212',14,-4.461717,0.350249,-8.811569,3
2748,'2023/03/14 23:21:23:231',14,-4.533502,0.398106,-8.678768,3
2749,'2023/03/14 23:21:23:250',14,-4.716852,0.43998,-8.535198,3
2750,'2023/03/14 23:21:23:269',14,-4.544269,0.425623,-8.652447,3
2751,'2023/03/14 23:21:23:289',14,-4.57418,0.42323,-8.592627,3
2752,'2023/03/14 23:21:23:307',14,-4.697709,0.438784,-8.383254,3
2753,'2023/03/14 23:21:23:327',14,-4.698905,0.485444,-8.536395,3
2754,'2023/03/14 23:21:23:346',14,-4.624429,0.47348,-8.599805,3
2755,'2023/03/14 23:21:23:365',14,-4.607679,0.433998,-8.577073,3
2756,'2023/03/14 23:21:23:384',14,-4.721637,0.445962,-8.484949,3
2757,'2023/03/14 23:21:23:403',14,-4.800601,0.437587,-8.463413,3
2758,'2023/03/14 23:21:23:423',14,-4.637589,0.49023,-8.408379,3
2759,'2023/03/14 23:21:23:441',14,-4.393521,0.424427,-8.475378,3
2760,'2023/03/14 23:21:23:462',14,-4.306183,0.365803,-8.463413,3
2761,'2023/03/14 23:21:23:482',14,-4.565804,0.432802,-8.507681,3
2762,'2023/03/14 23:21:23:500',14,-4.756333,0.469891,-8.331808,3
2763,'2023/03/14 23:21:23:520',14,-4.678566,0.429213,-8.40479,3
2764,'2023/03/14 23:21:23:538',14,-4.598108,0.384945,-8.718249,3
2765,'2023/03/14 23:21:23:556',14,-4.637589,0.387338,-8.59143,3
2766,'2023/03/14 23:21:23:577',14,-4.689334,0.347857,-8.560323,3
2767,'2023/03/14 23:21:23:595',14,-4.72403,0.332303,-8.522038,3
2768,'2023/03/14 23:21:23:615',14,-4.436592,0.387338,-8.586644,3
2769,'2023/03/14 23:21:23:633',14,-4.302594,0.489033,-8.400003,3
2770,'2023/03/14 23:21:23:652',14,-4.525127,0.502194,-8.23819,3
2771,'2023/03/14 23:21:23:670',14,-4.82094,0.48664,-8.29472,3
2772,'2023/03/14 23:21:23:691',14,-4.859225,0.41007,-8.601001,3
2773,'2023/03/14 23:21:23:711',14,-4.843671,0.357428,-8.811569,3
2774,'2023/03/14 23:21:23:729',14,-4.905885,0.359821,-8.862118,3
2775,'2023/03/14 23:21:23:749',14,-4.860421,0.402892,-8.754142,3
2776,'2023/03/14 23:21:23:767',14,-4.435396,0.42682,-8.938688,3
2777,'2023/03/14 23:21:23:786',14,-4.142275,0.422034,-8.822637,3
2778,'2023/03/14 23:21:23:807',14,-4.44736,0.449552,-8.605786,3
2779,'2023/03/14 23:21:23:826',14,-4.976473,0.358624,-8.559127,3
2780,'2023/03/14 23:21:23:845',14,-4.97408,0.311964,-8.622537,3
2781,'2023/03/14 23:21:23:864',14,-4.798208,0.365803,-8.405986,3
2782,'2023/03/14 23:21:23:882',14,-4.636393,0.350249,-8.490932,3
2783,'2023/03/14 23:21:23:903',14,-4.638786,0.372981,-8.609376,3
2784,'2023/03/14 23:21:23:922',14,-4.647161,0.404088,-8.569894,3
2785,'2023/03/14 23:21:23:942',14,-4.509573,0.417248,-8.673982,3
2786,'2023/03/14 23:21:23:961',14,-4.351647,0.351446,-8.893225,3
2787,'2023/03/14 23:21:23:980',14,-4.392325,0.290429,-8.921938,3
2788,'2023/03/14 23:21:23:999',14,-4.658227,0.32991,-8.850154,3
2789,'2023/03/14 23:21:24:017',14,-4.728816,0.436391,-8.483752,3
2790,'2023/03/14 23:21:24:036',14,-4.679763,0.466301,-8.180761,3
2791,'2023/03/14 23:21:24:056',14,-4.589733,0.430409,-8.256434,3
2792,'2023/03/14 23:21:24:074',14,-4.418646,0.350249,-8.360522,3
2793,'2023/03/14 23:21:24:094',14,-4.538287,0.344267,-8.356933,3
2794,'2023/03/14 23:21:24:112',14,-4.67737,0.389731,-8.251349,3
2795,'2023/03/14 23:21:24:132',14,-4.636393,0.42323,-8.317451,3
2796,'2023/03/14 23:21:24:152',14,-4.545466,0.45673,-8.550752,3
2797,'2023/03/14 23:21:24:171',14,-4.718048,0.424427,-8.730213,3
2798,'2023/03/14 23:21:24:190',14,-4.744369,0.450748,-8.736196,3
2799,'2023/03/14 23:21:24:212',14,-4.580162,0.504586,-8.718249,3
2800,'2023/03/14 23:21:24:228',14,-4.461717,0.445962,-8.751749,3
2801,'2023/03/14 23:21:24:247',14,-4.62084,0.447159,-8.645268,3
2802,'2023/03/14 23:21:24:268',14,-4.84726,0.475873,-8.567501,3
2803,'2023/03/14 23:21:24:284',14,-4.91067,0.478265,-8.389236,3
2804,'2023/03/14 23:21:24:304',14,-4.797011,0.547956,-8.250154,3
2805,'2023/03/14 23:21:24:324',14,-4.80419,0.535992,-8.134102,3
2806,'2023/03/14 23:21:24:342',14,-4.782654,0.460319,-8.535198,3
2807,'2023/03/14 23:21:24:363',14,-4.614858,0.455534,-8.690732,3
2808,'2023/03/14 23:21:24:381',14,-4.569394,0.496212,-8.423932,3
2809,'2023/03/14 23:21:24:400',14,-4.659424,0.425623,-8.629715,3
2810,'2023/03/14 23:21:24:420',14,-4.526323,0.36341,-8.959027,3
2811,'2023/03/14 23:21:24:440',14,-4.492824,0.406481,-8.915956,3
2812,'2023/03/14 23:21:24:458',14,-4.467699,0.543171,-8.457432,3
2813,'2023/03/14 23:21:24:477',14,-4.571787,0.534796,-8.246564,3
2814,'2023/03/14 23:21:24:497',14,-4.773083,0.441177,-8.379665,3
2815,'2023/03/14 23:21:24:516',14,-4.832903,0.448355,-8.456235,3
2816,'2023/03/14 23:21:24:535',14,-4.654339,0.477069,-8.340183,3
2817,'2023/03/14 23:21:24:554',14,-4.797011,0.44357,-8.390432,3
2818,'2023/03/14 23:21:24:573',14,-4.712066,0.437587,-8.691928,3
2819,'2023/03/14 23:21:24:592',14,-4.342076,0.442373,-8.842976,3
2820,'2023/03/14 23:21:24:612',14,-4.340879,0.484247,-8.629715,3
2821,'2023/03/14 23:21:24:630',14,-4.799404,0.527318,-8.489735,3
2822,'2023/03/14 23:21:24:650',14,-4.925027,0.467498,-8.598608,3
2823,'2023/03/14 23:21:24:670',14,-4.685745,0.438784,-8.708678,3
2824,'2023/03/14 23:21:24:688',14,-4.501198,0.417248,-8.569894,3
2825,'2023/03/14 23:21:24:709',14,-4.484449,0.424427,-8.636893,3
2826,'2023/03/14 23:21:24:727',14,-4.54068,0.495015,-8.488539,3
2827,'2023/03/14 23:21:24:746',14,-4.695316,0.531207,-8.46461,3
2828,'2023/03/14 23:21:24:766',14,-4.768297,0.463908,-8.522038,3
2829,'2023/03/14 23:21:24:784',14,-4.649553,0.416052,-8.656036,3
2830,'2023/03/14 23:21:24:803',14,-4.541876,0.453141,-8.539984,3
2831,'2023/03/14 23:21:24:824',14,-4.490431,0.526122,-8.537591,3
2832,'2023/03/14 23:21:24:843',14,-4.509573,0.483051,-8.750552,3
2833,'2023/03/14 23:21:24:861',14,-4.631608,0.504586,-8.659625,3
2834,'2023/03/14 23:21:24:881',14,-4.755137,0.57667,-8.315059,3
2835,'2023/03/14 23:21:24:900',14,-4.85085,0.528814,-8.496913,3
2836,'2023/03/14 23:21:24:918',14,-4.727619,0.471087,-8.796016,3
2837,'2023/03/14 23:21:24:938',14,-4.629214,0.497408,-8.599805,3
2838,'2023/03/14 23:21:24:957',14,-4.612465,0.611366,-8.330612,3
2839,'2023/03/14 23:21:24:978',14,-4.556233,0.562313,-8.207083,3
2840,'2023/03/14 23:21:24:995',14,-4.545466,0.465105,-8.606983,3
2841,'2023/03/14 23:21:25:015',14,-4.58734,0.416052,-8.825029,3
2842,'2023/03/14 23:21:25:033',14,-4.405486,0.487837,-8.506484,3
2843,'2023/03/14 23:21:25:053',14,-4.495216,0.547956,-8.285149,3
2844,'2023/03/14 23:21:25:072',14,-4.545466,0.539581,-8.405986,3
2845,'2023/03/14 23:21:25:091',14,-4.600501,0.518943,-8.601001,3
2846,'2023/03/14 23:21:25:110',14,-4.568198,0.508176,-8.850154,3
2847,'2023/03/14 23:21:25:129',14,-4.474877,0.448355,-8.699107,3
2848,'2023/03/14 23:21:25:150',14,-4.727619,0.487837,-8.514859,3
2849,'2023/03/14 23:21:25:168',14,-4.747958,0.579063,-8.29472,3
2850,'2023/03/14 23:21:25:186',14,-4.412664,0.551546,-8.392825,3
2851,'2023/03/14 23:21:25:206',14,-4.394718,0.557528,-8.55793,3
2852,'2023/03/14 23:21:25:226',14,-4.853242,0.539581,-8.548359,3
2853,'2023/03/14 23:21:25:244',14,-5.112864,0.540778,-8.708678,3
2854,'2023/03/14 23:21:25:264',14,-4.741976,0.540778,-8.85135,3
2855,'2023/03/14 23:21:25:283',14,-4.529912,0.551546,-8.819047,3
2856,'2023/03/14 23:21:25:303',14,-4.549055,0.570688,-8.750552,3
2857,'2023/03/14 23:21:25:322',14,-4.637589,0.561117,-8.65484,3
2858,'2023/03/14 23:21:25:342',14,-4.564608,0.497408,-8.781659,3
2859,'2023/03/14 23:21:25:360',14,-4.375576,0.514158,-8.797213,3
2860,'2023/03/14 23:21:25:378',14,-4.672585,0.500997,-8.565108,3
2861,'2023/03/14 23:21:25:398',14,-4.848457,0.568295,-8.30788,3
2862,'2023/03/14 23:21:25:417',14,-4.625625,0.571885,-8.32463,3
2863,'2023/03/14 23:21:25:440',14,-4.427021,0.582652,-8.299505,3
2864,'2023/03/14 23:21:25:456',14,-4.771886,0.664008,-8.23819,3
2865,'2023/03/14 23:21:25:475',14,-5.041079,0.601795,-8.529217,3
2866,'2023/03/14 23:21:25:494',14,-4.726423,0.585045,-8.826225,3
2867,'2023/03/14 23:21:25:514',14,-4.438985,0.594616,-8.734999,3
2868,'2023/03/14 23:21:25:533',14,-4.417449,0.599402,-8.695518,3
2869,'2023/03/14 23:21:25:552',14,-4.417449,0.582652,-8.623733,3
2870,'2023/03/14 23:21:25:571',14,-4.267898,0.607777,-8.541181,3
2871,'2023/03/14 23:21:25:591',14,-4.190132,0.62333,-8.450253,3
2872,'2023/03/14 23:21:25:609',14,-4.318148,0.634098,-8.166405,3
2873,'2023/03/14 23:21:25:628',14,-4.695316,0.602991,-8.169993,3
2874,'2023/03/14 23:21:25:647',14,-4.791029,0.558724,-8.455039,3
2875,'2023/03/14 23:21:25:666',14,-4.505984,0.562313,-8.687142,3
2876,'2023/03/14 23:21:25:686',14,-4.168596,0.567099,-8.681161,3
2877,'2023/03/14 23:21:25:706',14,-4.318148,0.573081,-8.601001,3
2878,'2023/03/14 23:21:25:723',14,-4.578965,0.66999,-8.573483,3
2879,'2023/03/14 23:21:25:743',14,-4.465306,0.643669,-8.721839,3
2880,'2023/03/14 23:21:25:762',14,-4.435396,0.57667,-8.883654,3
2881,'2023/03/14 23:21:25:781',14,-4.508377,0.567099,-8.476574,3
2882,'2023/03/14 23:21:25:801',14,-4.551448,0.574277,-8.274381,3
2883,'2023/03/14 23:21:25:820',14,-4.521537,0.587438,-8.439486,3
2884,'2023/03/14 23:21:25:840',14,-4.567001,0.612563,-8.571091,3
2885,'2023/03/14 23:21:25:857',14,-4.655536,0.654437,-8.516056,3
2886,'2023/03/14 23:21:25:878',14,-4.791029,0.646062,-8.469396,3
2887,'2023/03/14 23:21:25:897',14,-4.722834,0.604188,-8.688339,3
2888,'2023/03/14 23:21:25:917',14,-4.581358,0.608973,-8.799605,3
2889,'2023/03/14 23:21:25:935',14,-4.62084,0.628116,-8.726624,3
2890,'2023/03/14 23:21:25:953',14,-4.696513,0.636491,-8.566305,3
2891,'2023/03/14 23:21:25:973',14,-4.658227,0.662812,-8.484949,3
2892,'2023/03/14 23:21:25:994',14,-4.714459,0.647259,-8.433503,3
2893,'2023/03/14 23:21:26:012',14,-4.759923,0.65683,-8.535198,3
2894,'2023/03/14 23:21:26:031',14,-4.580162,0.569492,-8.626125,3
2895,'2023/03/14 23:21:26:051',14,-4.501198,0.592224,-8.499306,3
2896,'2023/03/14 23:21:26:069',14,-4.598108,0.689133,-8.316256,3
2897,'2023/03/14 23:21:26:088',14,-4.629214,0.629312,-8.458628,3
2898,'2023/03/14 23:21:26:109',14,-4.49402,0.496212,-8.780462,3
2899,'2023/03/14 23:21:26:127',14,-4.321737,0.553938,-8.501698,3
2900,'2023/03/14 23:21:26:146',14,-4.502395,0.628116,-8.305488,3
2901,'2023/03/14 23:21:26:166',14,-4.762315,0.646062,-8.344969,3
2902,'2023/03/14 23:21:26:185',14,-4.856832,0.647259,-8.362915,3
2903,'2023/03/14 23:21:26:203',14,-4.767101,0.594616,-8.441878,3
2904,'2023/03/14 23:21:26:223',14,-4.54068,0.551546,-8.636893,3
2905,'2023/03/14 23:21:26:242',14,-4.551448,0.561117,-8.723035,3
2906,'2023/03/14 23:21:26:261',14,-4.539484,0.614955,-8.762517,3
2907,'2023/03/14 23:21:26:281',14,-4.406682,0.601795,-8.829815,3
2908,'2023/03/14 23:21:26:298',14,-4.507181,0.589831,-8.779266,3
2909,'2023/03/14 23:21:26:317',14,-4.647161,0.555135,-8.678768,3
2910,'2023/03/14 23:21:26:338',14,-4.732405,0.57667,-8.694321,3
2911,'2023/03/14 23:21:26:355',14,-4.726423,0.551546,-8.702696,3
2912,'2023/03/14 23:21:26:376',14,-4.654339,0.565903,-8.65484,3
2913,'2023/03/14 23:21:26:395',14,-4.589733,0.579063,-8.496913,3
2914,'2023/03/14 23:21:26:413',14,-4.576572,0.587438,-8.408379,3
2915,'2023/03/14 23:21:26:433',14,-4.622036,0.577867,-8.682357,3
2916,'2023/03/14 23:21:26:453',14,-4.745565,0.521336,-8.756535,3
2917,'2023/03/14 23:21:26:471',14,-4.81735,0.532403,-8.690732,3
2918,'2023/03/14 23:21:26:494',14,-4.483253,0.568295,-8.738588,3
2919,'2023/03/14 23:21:26:512',14,-4.301398,0.617348,-8.689535,3
2920,'2023/03/14 23:21:26:529',14,-4.468895,0.697508,-8.327023,3
2921,'2023/03/14 23:21:26:548',14,-4.558626,0.660419,-8.303095,3
2922,'2023/03/14 23:21:26:567',14,-4.528716,0.556331,-8.535198,3
2923,'2023/03/14 23:21:26:588',14,-4.644768,0.509372,-8.63809,3
2924,'2023/03/14 23:21:26:607',14,-4.859225,0.592224,-8.477771,3
2925,'2023/03/14 23:21:26:626',14,-4.690531,0.684347,-8.33779,3
2926,'2023/03/14 23:21:26:645',14,-4.641179,0.646062,-8.470592,3
2927,'2023/03/14 23:21:26:664',14,-4.691727,0.653241,-8.536395,3
2928,'2023/03/14 23:21:26:684',14,-4.85085,0.667598,-8.563912,3
2929,'2023/03/14 23:21:26:702',14,-4.698905,0.678365,-8.58784,3
2930,'2023/03/14 23:21:26:722',14,-4.471288,0.65683,-8.510074,3
2931,'2023/03/14 23:21:26:742',14,-4.358826,0.671187,-8.514859,3
2932,'2023/03/14 23:21:26:760',14,-4.488038,0.671187,-8.29113,3
2933,'2023/03/14 23:21:26:778',14,-4.95733,0.679562,-8.317451,3
2934,'2023/03/14 23:21:26:797',14,-4.885546,0.711865,-8.496913,3
2935,'2023/03/14 23:21:26:817',14,-4.507181,0.722632,-8.481359,3
2936,'2023/03/14 23:21:26:836',14,-4.508377,0.666401,-8.49811,3
2937,'2023/03/14 23:21:26:856',14,-4.747958,0.643669,-8.530413,3
2938,'2023/03/14 23:21:26:875',14,-4.616054,0.636491,-8.715857,3
2939,'2023/03/14 23:21:26:893',14,-4.264309,0.598206,-8.829815,3
2940,'2023/03/14 23:21:26:912',14,-4.327719,0.629312,-8.705089,3
2941,'2023/03/14 23:21:26:933',14,-4.789833,0.666401,-8.409575,3
2942,'2023/03/14 23:21:26:951',14,-4.903492,0.680758,-8.382058,3
2943,'2023/03/14 23:21:26:971',14,-4.767101,0.620937,-8.543573,3
2944,'2023/03/14 23:21:26:990',14,-4.709673,0.597009,-8.583055,3
2945,'2023/03/14 23:21:27:008',14,-4.61725,0.630509,-8.484949,3
2946,'2023/03/14 23:21:27:028',14,-4.571787,0.61017,-8.671589,3
2947,'2023/03/14 23:21:27:046',14,-4.397111,0.636491,-8.730213,3
2948,'2023/03/14 23:21:27:066',14,-4.571787,0.665205,-8.480164,3
2949,'2023/03/14 23:21:27:086',14,-4.764708,0.672383,-8.397611,3
2950,'2023/03/14 23:21:27:104',14,-4.764708,0.636491,-8.452646,3
2951,'2023/03/14 23:21:27:123',14,-4.564608,0.683151,-8.487342,3
2952,'2023/03/14 23:21:27:144',14,-4.406682,0.662812,-8.427522,3
2953,'2023/03/14 23:21:27:162',14,-4.54068,0.643669,-8.477771,3
2954,'2023/03/14 23:21:27:182',14,-4.846064,0.636491,-8.46461,3
2955,'2023/03/14 23:21:27:201',14,-4.768297,0.606581,-8.652447,3
2956,'2023/03/14 23:21:27:220',14,-4.606483,0.616152,-8.627322,3
2957,'2023/03/14 23:21:27:237',14,-4.605286,0.717847,-8.52802,3
2958,'2023/03/14 23:21:27:258',14,-4.71087,0.658026,-8.38804,3
2959,'2023/03/14 23:21:27:277',14,-4.653143,0.715454,-8.420342,3
2960,'2023/03/14 23:21:27:297',14,-4.702495,0.629312,-8.657232,3
2961,'2023/03/14 23:21:27:315',14,-4.829314,0.589831,-8.839386,3
2962,'2023/03/14 23:21:27:333',14,-4.755137,0.64008,-8.482556,3
2963,'2023/03/14 23:21:27:353',14,-4.738387,0.71665,-8.46461,3
2964,'2023/03/14 23:21:27:373',14,-4.459324,0.70349,-8.575876,3
2965,'2023/03/14 23:21:27:392',14,-4.362415,0.679562,-8.366505,3
