@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute wek-1 numeric
@attribute wek-2 numeric
@attribute wek-3 numeric
@attribute wek-4 numeric
@attribute wek-5 numeric
@attribute wek-6 numeric
@attribute wek-7 numeric
@attribute wek-8 numeric

@data
354,'2023/03/14 20:43:58:565',4,-0.427717,10.025927,0.465404,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
355,'2023/03/14 20:43:58:583',4,-0.3667,9.985249,0.577867,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
356,'2023/03/14 20:43:58:603',4,-0.292523,10.00798,0.544367,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
357,'2023/03/14 20:43:58:621',4,-0.426521,9.949356,0.509671,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
358,'2023/03/14 20:43:58:641',4,-0.395414,9.923036,0.628116,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
359,'2023/03/14 20:43:58:664',4,-0.471984,9.9015,0.611366,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
360,'2023/03/14 20:43:58:679',4,-0.488734,9.940982,0.564706,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
361,'2023/03/14 20:43:58:699',4,-0.424128,9.972089,0.535992,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
362,'2023/03/14 20:43:58:717',4,-0.282951,10.028319,0.553938,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
363,'2023/03/14 20:43:58:737',4,-0.347557,10.009177,0.521635,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
364,'2023/03/14 20:43:58:756',4,-0.409771,9.991231,0.416351,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
365,'2023/03/14 20:43:58:775',4,-0.433699,9.945767,0.467797,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
366,'2023/03/14 20:43:58:795',4,-0.418146,9.930214,0.515653,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
367,'2023/03/14 20:43:58:813',4,-0.285344,9.972089,0.510868,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
368,'2023/03/14 20:43:58:833',4,-0.385843,9.97807,0.534796,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
369,'2023/03/14 20:43:58:851',4,-0.485145,9.96491,0.425922,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
370,'2023/03/14 20:43:58:871',4,-0.438485,9.974482,0.40678,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
371,'2023/03/14 20:43:58:890',4,-0.337986,9.988838,0.464208,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
372,'2023/03/14 20:43:58:908',4,-0.393021,9.950553,0.514457,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
373,'2023/03/14 20:43:58:928',4,-0.377468,9.970892,0.460618,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
374,'2023/03/14 20:43:58:946',4,-0.286541,10.012766,0.425922,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
375,'2023/03/14 20:43:58:966',4,-0.428913,9.991231,0.452243,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
376,'2023/03/14 20:43:58:986',4,-0.498305,9.946963,0.691526,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
377,'2023/03/14 20:43:59:005',4,-0.588036,9.912268,0.599402,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
378,'2023/03/14 20:43:59:023',4,-0.507877,9.925428,0.648455,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
379,'2023/03/14 20:43:59:043',4,-0.272184,9.992428,0.62333,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
380,'2023/03/14 20:43:59:062',4,-0.19322,10.010373,0.660419,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
381,'2023/03/14 20:43:59:082',4,-0.454038,9.954143,0.662812,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
382,'2023/03/14 20:43:59:102',4,-0.454038,9.95175,0.508475,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
383,'2023/03/14 20:43:59:119',4,-0.424128,9.987641,0.404387,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
384,'2023/03/14 20:43:59:139',4,-0.397807,9.994821,0.403191,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
385,'2023/03/14 20:43:59:157',4,-0.549751,9.94816,0.363709,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
386,'2023/03/14 20:43:59:177',4,-0.390628,9.974482,0.37328,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
387,'2023/03/14 20:43:59:197',4,-0.275773,9.992428,0.354138,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
388,'2023/03/14 20:43:59:216',4,-0.345165,9.968499,0.437887,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
389,'2023/03/14 20:43:59:235',4,-0.470788,9.954143,0.439083,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
390,'2023/03/14 20:43:59:254',4,-0.503091,9.958928,0.398405,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
391,'2023/03/14 20:43:59:273',4,-0.377468,9.992428,0.349352,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
392,'2023/03/14 20:43:59:292',4,-0.285344,10.003195,0.43669,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
393,'2023/03/14 20:43:59:313',4,-0.30329,9.994821,0.521635,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
394,'2023/03/14 20:43:59:331',4,-0.543769,9.936196,0.550349,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
395,'2023/03/14 20:43:59:351',4,-0.467199,9.950553,0.614955,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
396,'2023/03/14 20:43:59:369',4,-0.428913,9.969695,0.629312,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
397,'2023/03/14 20:43:59:388',4,-0.376271,9.976874,0.636491,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
398,'2023/03/14 20:43:59:408',4,-0.3667,9.982856,0.59342,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
399,'2023/03/14 20:43:59:426',4,-0.46002,9.957731,0.56351,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
400,'2023/03/14 20:43:59:446',4,-0.467199,9.95175,0.539581,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
401,'2023/03/14 20:43:59:465',4,-0.391825,9.960124,0.533599,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
402,'2023/03/14 20:43:59:485',4,-0.416949,9.95175,0.503689,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
403,'2023/03/14 20:43:59:503',4,-0.428913,9.949356,0.510868,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
404,'2023/03/14 20:43:59:524',4,-0.385843,9.969695,0.525225,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
405,'2023/03/14 20:43:59:542',4,-0.433699,9.969695,0.53001,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
406,'2023/03/14 20:43:59:562',4,-0.440878,9.97807,0.56351,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
407,'2023/03/14 20:43:59:582',4,-0.439681,9.966106,0.506082,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
408,'2023/03/14 20:43:59:599',4,-0.381057,9.961321,0.539581,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
409,'2023/03/14 20:43:59:618',4,-0.287737,9.972089,0.526421,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
410,'2023/03/14 20:43:59:638',4,-0.326022,9.954143,0.582652,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
411,'2023/03/14 20:43:59:658',4,-0.475574,9.939785,0.490529,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
412,'2023/03/14 20:43:59:677',4,-0.461217,9.967302,0.451047,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
413,'2023/03/14 20:43:59:695',4,-0.402592,9.991231,0.485743,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
414,'2023/03/14 20:43:59:715',4,-0.315254,10.009177,0.482154,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
415,'2023/03/14 20:43:59:735',4,-0.510269,9.950553,0.531207,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
416,'2023/03/14 20:43:59:754',4,-0.488734,9.940982,0.525225,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
417,'2023/03/14 20:43:59:772',4,-0.426521,9.945767,0.569492,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
418,'2023/03/14 20:43:59:792',4,-0.409771,9.942178,0.607777,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
419,'2023/03/14 20:43:59:810',4,-0.348754,9.96491,0.583849,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
420,'2023/03/14 20:43:59:830',4,-0.27338,9.992428,0.588634,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
421,'2023/03/14 20:43:59:850',4,-0.321236,9.987641,0.606581,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
422,'2023/03/14 20:43:59:868',4,-0.35354,9.992428,0.526421,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
423,'2023/03/14 20:43:59:887',4,-0.448056,9.982856,0.477368,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
424,'2023/03/14 20:43:59:907',4,-0.482752,9.96491,0.452243,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
425,'2023/03/14 20:43:59:925',4,-0.501895,9.946963,0.512064,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
426,'2023/03/14 20:43:59:945',4,-0.454038,9.952946,0.540778,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
427,'2023/03/14 20:43:59:965',4,-0.358325,9.967302,0.526421,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
428,'2023/03/14 20:43:59:983',4,-0.436092,9.958928,0.489332,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
429,'2023/03/14 20:44:00:002',4,-0.294915,9.992428,0.506082,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
430,'2023/03/14 20:44:00:024',4,-0.30329,9.987641,0.55992,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
431,'2023/03/14 20:44:00:042',4,-0.500698,9.938589,0.58026,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
432,'2023/03/14 20:44:00:059',4,-0.504287,9.955338,0.564706,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
433,'2023/03/14 20:44:00:078',4,-0.354736,9.990034,0.562313,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
434,'2023/03/14 20:44:00:098',4,-0.342772,9.986445,0.680758,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
435,'2023/03/14 20:44:00:118',4,-0.463609,9.944571,0.714258,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
436,'2023/03/14 20:44:00:138',4,-0.449252,9.940982,0.67358,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
437,'2023/03/14 20:44:00:156',4,-0.452842,9.946963,0.586242,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
438,'2023/03/14 20:44:00:175',4,-0.340379,9.973285,0.555135,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
439,'2023/03/14 20:44:00:194',4,-0.314058,9.993624,0.452243,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
440,'2023/03/14 20:44:00:214',4,-0.327219,9.985249,0.495314,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
441,'2023/03/14 20:44:00:233',4,-0.436092,9.960124,0.555135,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
442,'2023/03/14 20:44:00:252',4,-0.486341,9.936196,0.545564,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
443,'2023/03/14 20:44:00:272',4,-0.501895,9.955338,0.547956,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
444,'2023/03/14 20:44:00:290',4,-0.474377,9.960124,0.582652,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
445,'2023/03/14 20:44:00:309',4,-0.409771,9.970892,0.605384,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
446,'2023/03/14 20:44:00:329',4,-0.241077,10.003195,0.600598,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
447,'2023/03/14 20:44:00:349',4,-0.351147,9.979267,0.668794,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
448,'2023/03/14 20:44:00:367',4,-0.410967,9.955338,0.635294,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
449,'2023/03/14 20:44:00:385',4,-0.46002,9.956535,0.543171,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
450,'2023/03/14 20:44:00:405',4,-0.492323,9.950553,0.558724,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
451,'2023/03/14 20:44:00:424',4,-0.395414,9.962517,0.575474,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
452,'2023/03/14 20:44:00:444',4,-0.433699,9.956535,0.611366,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
453,'2023/03/14 20:44:00:463',4,-0.360718,9.970892,0.544367,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
454,'2023/03/14 20:44:00:482',4,-0.33679,9.984053,0.51685,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
455,'2023/03/14 20:44:00:501',4,-0.448056,9.986445,0.538385,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
456,'2023/03/14 20:44:00:520',4,-0.44686,9.986445,0.459422,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
457,'2023/03/14 20:44:00:539',4,-0.419342,9.970892,0.435494,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
458,'2023/03/14 20:44:00:559',4,-0.406182,9.912268,0.556331,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
459,'2023/03/14 20:44:00:579',4,-0.412164,9.908679,0.631705,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
460,'2023/03/14 20:44:00:599',4,-0.434896,9.933804,0.628116,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
461,'2023/03/14 20:44:00:617',4,-0.384646,9.970892,0.616152,0.357112,0.058925,0.395595,0.183737,0.382211,0.908725,0.611981,0.653736
